student_id,assignment_id,question_id,is_correct,attempts,response_time,error_consistency,true_error_type
3,1,A1_Q3,1,1,26.907114535554225,0.0,3
3,1,A1_Q4,1,1,36.73125502773975,0.0,3
3,2,A2_Q1,0,2,42.0804732917438,0.2,3
3,2,A2_Q2,1,1,30.051134566424608,0.0,3
3,2,A2_Q3,1,1,27.654128666248532,0.0,3
3,2,A2_Q4,0,2,36.97722730778381,0.2,3
3,3,A3_Q1,0,2,24.77685066804265,0.2,3
3,3,A3_Q2,0,2,44.25554084233833,0.2,3
3,3,A3_Q3,1,1,29.814491954883596,0.0,3
3,3,A3_Q4,1,1,13.26495378009777,0.0,3
3,4,A4_Q1,0,2,40.67390719451987,0.2,3
3,4,A4_Q2,1,1,28.076390352188774,0.0,3
3,4,A4_Q3,1,1,33.015473423336125,0.0,3
3,4,A4_Q4,1,1,41.42822814515021,0.0,3
3,5,A5_Q1,0,2,59.02794310936099,0.2,3
3,5,A5_Q2,0,2,36.19359181470231,0.2,3
3,5,A5_Q3,0,2,35.09463674869312,0.2,3
3,5,A5_Q4,1,1,24.33702270397228,0.0,3
4,1,A1_Q1,0,2,35.485282493519605,0.2,3
4,1,A1_Q2,0,2,42.300662309243094,0.2,3
4,1,A1_Q3,0,2,20.303011349324027,0.2,3
4,1,A1_Q4,1,1,41.69207646952623,0.0,3
4,2,A2_Q1,0,2,34.72289135911511,0.2,3
4,2,A2_Q2,1,1,37.41240635045218,0.0,3
4,2,A2_Q3,1,1,30.130338997665508,0.0,3
4,2,A2_Q4,0,2,45.628245997331824,0.2,3
4,3,A3_Q1,0,2,38.986027544282734,0.2,3
4,3,A3_Q2,0,2,46.087117996273854,0.2,3
4,3,A3_Q3,1,1,31.057636470277608,0.0,3
4,3,A3_Q4,1,1,38.53997786494901,0.0,3
4,4,A4_Q1,0,2,43.57009065292473,0.2,3
4,4,A4_Q2,1,1,10.654298044989503,0.0,3
4,4,A4_Q3,1,1,29.9514305534897,0.0,3
4,4,A4_Q4,1,1,26.166766937340967,0.0,3
4,5,A5_Q1,1,1,38.67229498976444,0.0,3
4,5,A5_Q2,0,2,67.73345158017482,0.2,3
4,5,A5_Q3,1,1,31.469746504572164,0.0,3
4,5,A5_Q4,1,1,33.158909071523155,0.0,3
5,1,A1_Q1,1,1,30.59281284053196,0.0,2
5,1,A1_Q2,1,1,43.0034514799654,0.0,2
5,1,A1_Q3,0,2,21.871894656369022,0.5444904230523011,2
5,1,A1_Q4,0,2,79.59697550397105,0.4087207543508868,2
5,2,A2_Q1,1,1,33.967742812711286,0.0,2
5,2,A2_Q2,1,1,29.88416680218006,0.0,2
5,2,A2_Q3,0,3,45.53074429348298,0.4030913233057735,2
5,2,A2_Q4,0,3,62.12258726198169,0.5144584938341676,2
5,3,A3_Q1,1,1,10.557704062504001,0.0,2
5,3,A3_Q2,1,1,20.50480954821142,0.0,2
5,3,A3_Q3,0,2,31.47906761577044,0.51136025249167,2
5,3,A3_Q4,0,2,27.0456005435,0.4508327298139478,2
5,4,A4_Q1,1,1,43.89602828146591,0.0,2
5,4,A4_Q2,1,1,19.74500130279844,0.0,2
5,4,A4_Q3,0,3,71.66102486350553,0.47189823024395106,2
5,4,A4_Q4,0,2,36.66113250086975,0.45124138871889163,2
5,5,A5_Q1,1,1,13.08181743749697,0.0,2
5,5,A5_Q2,1,1,22.670488649562767,0.0,2
5,5,A5_Q3,0,2,78.74712656667054,0.529992786155553,2
5,5,A5_Q4,0,3,38.88110204450765,0.577323429790132,2
6,1,A1_Q1,1,1,28.722651715361142,0.0,3
6,1,A1_Q2,1,1,17.998682622698368,0.0,3
6,1,A1_Q3,0,2,46.49833716339598,0.2,3
6,1,A1_Q4,1,1,31.40907368071322,0.0,3
6,2,A2_Q1,0,2,49.26025866834002,0.2,3
6,2,A2_Q2,1,1,42.103986331366386,0.0,3
6,2,A2_Q3,1,1,28.487640345077708,0.0,3
6,2,A2_Q4,1,1,22.344906341926613,0.0,3
6,3,A3_Q1,0,2,31.92085700330625,0.2,3
6,3,A3_Q2,0,2,37.67307798696156,0.2,3
6,3,A3_Q3,1,1,24.217230860358626,0.0,3
6,3,A3_Q4,1,1,47.81291077026367,0.0,3
6,4,A4_Q1,0,2,29.51171320175908,0.2,3
6,4,A4_Q2,1,1,26.56870935895902,0.0,3
6,4,A4_Q3,0,2,67.44806606010563,0.2,3
6,4,A4_Q4,1,1,46.55461625378921,0.0,3
6,5,A5_Q1,0,2,38.199956658820575,0.2,3
6,5,A5_Q2,1,1,27.365941551327268,0.0,3
6,5,A5_Q3,1,1,36.99092381859989,0.0,3
6,5,A5_Q4,1,1,35.99896633711006,0.0,3
7,1,A1_Q1,1,1,45.430676518590836,0.0,4
7,1,A1_Q2,1,1,43.23263807151237,0.0,4
7,1,A1_Q3,0,2,31.739984642251613,0.1,4
7,1,A1_Q4,1,1,20.18491348952049,0.0,4
7,2,A2_Q1,1,1,34.62103474263271,0.0,4
7,2,A2_Q2,0,2,18.0734320156912,0.1,4
7,2,A2_Q3,1,1,11.026230175113422,0.0,4
7,2,A2_Q4,1,1,42.80540761677464,0.0,4
7,3,A3_Q1,1,1,36.86848512765971,0.0,4
7,3,A3_Q2,0,2,17.567836169738197,0.1,4
7,3,A3_Q3,1,1,32.075982612857196,0.0,4
7,3,A3_Q4,1,1,24.106352430557884,0.0,4
7,4,A4_Q1,1,1,38.496020970210246,0.0,4
7,4,A4_Q2,1,1,38.995998754332504,0.0,4
7,4,A4_Q3,0,2,15.855024945389639,0.1,4
7,4,A4_Q4,1,1,24.398189598030307,0.0,4
7,5,A5_Q1,1,1,12.12328388068218,0.0,4
7,5,A5_Q2,1,1,17.794298957181454,0.0,4
7,5,A5_Q3,1,1,45.52859775839326,0.0,4
7,5,A5_Q4,1,1,25.604821245257227,0.0,4
8,1,A1_Q1,1,1,5.434068542266054,0.0,0
8,1,A1_Q2,1,1,29.234679386484537,0.0,0
8,1,A1_Q3,0,4,54.76035316844635,0.9851821440812668,0
8,1,A1_Q4,0,4,55.97840623820377,0.8807322777703357,0
8,2,A2_Q1,0,2,44.03976481378808,0.7340393806052343,0
8,2,A2_Q2,0,4,65.12939874502331,0.7428975046158507,0
8,2,A2_Q3,1,1,36.13841341475425,0.0,0
8,2,A2_Q4,1,1,43.57880788099988,0.0,0
8,3,A3_Q1,0,3,43.057340912912004,0.7439814465076076,0
8,3,A3_Q2,0,2,41.18513521366085,0.8111926441200672,0
8,3,A3_Q3,0,3,36.798292724322295,0.9115253092889979,0
8,3,A3_Q4,0,2,22.420347183243322,0.7034060934302256,0
8,4,A4_Q1,1,1,23.17657398879846,0.0,0
8,4,A4_Q2,1,1,29.51804514464187,0.0,0
8,4,A4_Q3,0,3,51.5629465219606,0.8200668678616074,0
8,4,A4_Q4,0,2,39.3212556439102,0.9889667618321833,0
8,5,A5_Q1,1,1,32.24092481810417,0.0,0
8,5,A5_Q2,0,2,74.13641946350805,0.9087246066953851,0
8,5,A5_Q3,0,2,26.541455029580412,0.9211302117529058,0
8,5,A5_Q4,0,3,72.8470439982651,0.7832143548943398,0
9,1,A1_Q1,1,1,21.917017146448487,0.0,3
9,1,A1_Q2,1,1,22.430939094884042,0.0,3
9,1,A1_Q3,1,1,21.249211771318826,0.0,3
9,1,A1_Q4,1,1,25.05106572434719,0.0,3
9,2,A2_Q1,1,1,29.50520447216802,0.0,3
9,2,A2_Q2,1,1,14.854251561837623,0.0,3
9,2,A2_Q3,1,1,36.796596691634186,0.0,3
9,2,A2_Q4,0,2,51.4889324125355,0.2,3
9,3,A3_Q1,1,1,31.42050091917568,0.0,3
9,3,A3_Q2,1,1,40.37158464944625,0.0,3
9,3,A3_Q3,0,2,60.27101259892477,0.2,3
9,3,A3_Q4,1,1,43.723777965472465,0.0,3
9,4,A4_Q1,0,2,38.05854046492506,0.2,3
9,4,A4_Q2,1,1,31.098600730432487,0.0,3
9,4,A4_Q3,0,2,40.156243080306965,0.2,3
9,4,A4_Q4,0,2,46.93278061849386,0.2,3
9,5,A5_Q1,1,1,39.24152383085535,0.0,3
9,5,A5_Q2,1,1,38.128564642380994,0.0,3
9,5,A5_Q3,1,1,23.434710485311825,0.0,3
9,5,A5_Q4,1,1,22.20919770752125,0.0,3
10,1,A1_Q1,1,1,14.658858292643778,0.0,0
10,1,A1_Q2,0,3,59.13194872980431,0.7923331719313148,0
10,1,A1_Q3,0,2,31.551120828094554,0.8261607335995225,0
10,1,A1_Q4,0,3,25.52614809129843,0.7409114426760309,0
10,2,A2_Q1,1,1,36.86051459998439,0.0,0
10,2,A2_Q2,0,4,13.618907703653285,0.727300627315399,0
10,2,A2_Q3,0,4,65.7789906102053,0.818962834696381,0
10,2,A2_Q4,0,3,44.96050835595898,0.9779762875484483,0
10,3,A3_Q1,0,3,39.16678451655072,0.8862417053266274,0
10,3,A3_Q2,0,4,30.966156956767357,0.7227589984325992,0
10,3,A3_Q3,0,4,47.31509912384941,0.9622952814563251,0
10,3,A3_Q4,0,4,40.22596572368492,0.7122605848799436,0
10,4,A4_Q1,1,1,24.69742381627559,0.0,0
10,4,A4_Q2,1,1,22.071271677376558,0.0,0
10,4,A4_Q3,1,1,28.92969640045442,0.0,0
10,4,A4_Q4,0,3,21.722655380701216,0.7276871758686237,0
10,5,A5_Q1,0,3,52.770313969007645,0.9244779071150975,0
10,5,A5_Q2,1,1,23.79636277464448,0.0,0
10,5,A5_Q3,0,3,21.579189713145638,0.9279866226812756,0
10,5,A5_Q4,1,1,47.80729438145222,0.0,0
11,1,A1_Q1,1,1,32.52479788343585,0.0,2
11,1,A1_Q2,1,1,35.765569630557664,0.0,2
11,1,A1_Q3,0,3,42.835815990184415,0.4794327665008165,2
11,1,A1_Q4,0,3,34.87298509431393,0.4040142395555453,2
11,2,A2_Q1,1,1,15.777462904023258,0.0,2
11,2,A2_Q2,1,1,19.387373670534096,0.0,2
11,2,A2_Q3,0,3,18.789881712346585,0.46858537285565205,2
11,2,A2_Q4,0,2,71.10661993092829,0.49968843978581146,2
11,3,A3_Q1,1,1,36.53634261335324,0.0,2
11,3,A3_Q2,1,1,30.773683076476182,0.0,2
11,3,A3_Q3,0,3,91.68954461083128,0.5128917085045283,2
11,3,A3_Q4,0,3,32.48763493230486,0.5291834482663202,2
11,4,A4_Q1,1,1,16.17200269035664,0.0,2
11,4,A4_Q2,1,1,10.862224197316436,0.0,2
11,4,A4_Q3,0,2,59.931563179295985,0.40150687262681495,2
11,4,A4_Q4,0,2,40.83780194337247,0.4321362746519112,2
11,5,A5_Q1,1,1,23.740070697455998,0.0,2
11,5,A5_Q2,1,1,24.07606075761131,0.0,2
11,5,A5_Q3,0,2,53.47932658339139,0.5834791226171063,2
11,5,A5_Q4,0,2,38.46457338863335,0.4341775174780132,2
12,1,A1_Q1,1,1,37.55391225825756,0.0,2
12,1,A1_Q2,1,1,32.85980166188284,0.0,2
12,1,A1_Q3,0,3,68.66024280776699,0.4374087497115047,2
12,1,A1_Q4,0,3,31.806140997030944,0.5472494367396976,2
12,2,A2_Q1,1,1,36.38623649837644,0.0,2
12,2,A2_Q2,1,1,48.46980331447603,0.0,2
12,2,A2_Q3,0,3,62.77184917554748,0.43087254305484046,2
12,2,A2_Q4,0,3,67.6385982076648,0.4738460963019792,2
12,3,A3_Q1,1,1,13.151278610322606,0.0,2
12,3,A3_Q2,1,1,50.6704400175138,0.0,2
12,3,A3_Q3,0,3,37.96062642207231,0.5363005444447858,2
12,3,A3_Q4,0,2,48.56651926885126,0.5212203762111677,2
12,4,A4_Q1,1,1,19.761814805109456,0.0,2
12,4,A4_Q2,1,1,27.867928730948357,0.0,2
12,4,A4_Q3,0,2,57.422917467426174,0.5876680913642076,2
12,4,A4_Q4,0,3,63.36201903513425,0.5443193101502555,2
12,5,A5_Q1,1,1,28.107923405043227,0.0,2
12,5,A5_Q2,1,1,35.31916892218846,0.0,2
12,5,A5_Q3,0,3,43.63042978699321,0.5629149440462764,2
12,5,A5_Q4,0,2,64.84729832518236,0.46323931645929894,2
13,1,A1_Q1,1,1,9.65759945704232,0.18723046325455128,1
13,1,A1_Q2,0,5,3.2592441897694187,0.2698723719823705,1
13,1,A1_Q3,0,4,1.1328162292010084,0.09984473577374528,1
13,1,A1_Q4,1,2,9.015489222483243,0.18602182677855406,1
13,2,A2_Q1,0,5,10.484460471170316,0.2335715817152253,1
13,2,A2_Q2,0,4,7.8447230458840975,0.22639058755803496,1
13,2,A2_Q3,0,3,7.190375194119886,0.23918860973386608,1
13,2,A2_Q4,0,5,12.242753787837241,0.0036609216954133546,1
13,3,A3_Q1,0,4,5.678632402689281,0.054479315040427696,1
13,3,A3_Q2,1,2,6.779167298383756,0.08637888494271784,1
13,3,A3_Q3,0,4,8.541592525416295,0.18343627063039433,1
13,3,A3_Q4,0,5,8.328184383814678,0.20899524716306767,1
13,4,A4_Q1,1,2,11.614911941902244,0.1123306109161266,1
13,4,A4_Q2,0,5,8.551650055715472,0.2776705538720329,1
13,4,A4_Q3,0,4,6.117743346867568,0.055896263848236205,1
13,4,A4_Q4,1,1,8.167174736866084,0.17738263072347876,1
13,5,A5_Q1,0,3,5.610491124027239,0.23633696661434772,1
13,5,A5_Q2,0,5,10.556739467090804,0.27595668492382813,1
13,5,A5_Q3,0,4,10.52158175075467,0.17612046724097016,1
13,5,A5_Q4,0,5,7.262770807742167,0.14951033182184392,1
14,1,A1_Q1,1,1,27.272764302523296,0.0,4
14,1,A1_Q2,1,1,48.48956094945345,0.0,4
14,1,A1_Q3,1,1,41.26565029547757,0.0,4
14,1,A1_Q4,1,1,27.311113094451695,0.0,4
14,2,A2_Q1,0,2,32.8667990162493,0.1,4
14,2,A2_Q2,1,1,30.592184340144883,0.0,4
14,2,A2_Q3,0,2,23.371402343733877,0.1,4
14,2,A2_Q4,1,1,24.263379931197637,0.0,4
14,3,A3_Q1,1,1,24.531410587596078,0.0,4
14,3,A3_Q2,1,1,22.871542173228356,0.0,4
14,3,A3_Q3,1,1,31.06430227691897,0.0,4
14,3,A3_Q4,1,1,3.490301916069882,0.0,4
14,4,A4_Q1,1,1,40.91506851922462,0.0,4
14,4,A4_Q2,0,2,18.142795670021044,0.1,4
14,4,A4_Q3,1,1,28.501220332375382,0.0,4
14,4,A4_Q4,1,1,35.27764760931661,0.0,4
14,5,A5_Q1,1,1,26.381090287669963,0.0,4
14,5,A5_Q2,1,1,29.3041017708699,0.0,4
14,5,A5_Q3,1,1,29.107788244063297,0.0,4
14,5,A5_Q4,1,1,30.29983634527158,0.0,4
15,1,A1_Q1,1,1,12.914967204314923,0.0,2
15,1,A1_Q2,1,1,40.103450029415775,0.0,2
15,1,A1_Q3,0,3,53.45116859268718,0.44763655620934534,2
15,1,A1_Q4,0,3,42.50358384900805,0.5206394804353959,2
15,2,A2_Q1,1,1,13.067338252902104,0.0,2
15,2,A2_Q2,1,1,20.994671148128564,0.0,2
15,2,A2_Q3,0,2,35.68048386147589,0.4415772510292055,2
15,2,A2_Q4,0,3,85.29373868525437,0.5821248007080608,2
15,3,A3_Q1,1,1,15.013405984930452,0.0,2
15,3,A3_Q2,1,1,41.39157572861677,0.0,2
15,3,A3_Q3,0,2,71.7708055524509,0.45361272816457526,2
15,3,A3_Q4,0,3,85.09588363968729,0.4725515789331891,2
15,4,A4_Q1,1,1,26.330268011196175,0.0,2
15,4,A4_Q2,1,1,34.72396642839358,0.0,2
15,4,A4_Q3,0,2,30.480403834166665,0.5789104453788183,2
15,4,A4_Q4,0,2,76.92088414929435,0.5024915311763843,2
15,5,A5_Q1,1,1,38.69740440228413,0.0,2
15,5,A5_Q2,1,1,40.57124933356309,0.0,2
15,5,A5_Q3,0,3,40.61122173180908,0.5669860473598598,2
15,5,A5_Q4,0,2,56.95163410723342,0.5382443715219308,2
16,1,A1_Q1,1,1,13.704070140236727,0.0,4
16,1,A1_Q2,1,1,35.51863655309501,0.0,4
16,1,A1_Q3,1,1,25.308522798050653,0.0,4
16,1,A1_Q4,1,1,35.269374126317906,0.0,4
16,2,A2_Q1,1,1,46.20533445165877,0.0,4
16,2,A2_Q2,1,1,45.70494635261139,0.0,4
16,2,A2_Q3,1,1,28.418985099298013,0.0,4
16,2,A2_Q4,1,1,38.06593247913687,0.0,4
16,3,A3_Q1,1,1,26.519869137031613,0.0,4
16,3,A3_Q2,1,1,31.985583628962917,0.0,4
16,3,A3_Q3,1,1,14.759847582729698,0.0,4
16,3,A3_Q4,1,1,22.015609525829465,0.0,4
16,4,A4_Q1,1,1,35.73966959201675,0.0,4
16,4,A4_Q2,1,1,12.464262820913131,0.0,4
16,4,A4_Q3,1,1,30.953208069477192,0.0,4
16,4,A4_Q4,1,1,31.79036796548965,0.0,4
16,5,A5_Q1,1,1,36.075668643313584,0.0,4
16,5,A5_Q2,1,1,14.80820017013823,0.0,4
16,5,A5_Q3,1,1,13.1044277392173,0.0,4
16,5,A5_Q4,1,1,39.8712220012871,0.0,4
17,1,A1_Q1,0,2,29.4358130411516,0.773920609971732,0
17,1,A1_Q2,0,3,47.98892664055826,0.7015761455675155,0
17,1,A1_Q3,0,2,30.116523670356955,0.7410455892756884,0
17,1,A1_Q4,1,1,29.255665708999537,0.0,0
17,2,A2_Q1,0,4,52.25047776570355,0.8976350100132152,0
17,2,A2_Q2,0,3,60.32267758559875,0.715478741997613,0
17,2,A2_Q3,0,3,21.235055035272296,0.7938564569516762,0
17,2,A2_Q4,1,1,56.059774669595186,0.0,0
17,3,A3_Q1,1,1,21.807356064451973,0.0,0
17,3,A3_Q2,0,2,56.93604156302714,0.9533648195605211,0
17,3,A3_Q3,0,3,60.21783671993555,0.8094091748371918,0
17,3,A3_Q4,0,2,43.33200657450569,0.8019624891304198,0
17,4,A4_Q1,0,4,46.18855594966184,0.9372169494516891,0
17,4,A4_Q2,0,3,1.0,0.9629996133587349,0
17,4,A4_Q3,0,4,41.23425983913136,0.9817203095538689,0
17,4,A4_Q4,0,4,78.96556964851575,0.7815060913207011,0
17,5,A5_Q1,0,3,14.772695123001565,0.9212746904766674,0
17,5,A5_Q2,1,1,12.414010000058525,0.0,0
17,5,A5_Q3,1,1,26.996395119113714,0.0,0
17,5,A5_Q4,1,1,21.95213083339675,0.0,0
18,1,A1_Q1,1,1,10.663216988924397,0.0,4
18,1,A1_Q2,1,1,17.926041683536255,0.0,4
18,1,A1_Q3,0,2,15.872075784912695,0.1,4
18,1,A1_Q4,1,1,29.50536290347567,0.0,4
18,2,A2_Q1,1,1,36.74819492166604,0.0,4
18,2,A2_Q2,1,1,31.66452208213056,0.0,4
18,2,A2_Q3,1,1,34.92451264008149,0.0,4
18,2,A2_Q4,1,1,23.62260015748684,0.0,4
18,3,A3_Q1,1,1,24.690030449981823,0.0,4
18,3,A3_Q2,1,1,23.626128726934823,0.0,4
18,3,A3_Q3,0,2,27.102521239949276,0.1,4
18,3,A3_Q4,1,1,24.29253706250524,0.0,4
18,4,A4_Q1,1,1,33.436185895352175,0.0,4
18,4,A4_Q2,1,1,26.234473489777344,0.0,4
18,4,A4_Q3,1,1,53.57376365032708,0.0,4
18,4,A4_Q4,1,1,39.378383015666444,0.0,4
18,5,A5_Q1,1,1,26.374649749006377,0.0,4
18,5,A5_Q2,0,2,22.71749551394671,0.1,4
18,5,A5_Q3,1,1,40.83609653905471,0.0,4
18,5,A5_Q4,1,1,28.230527725059506,0.0,4
19,1,A1_Q1,1,1,22.017027554615463,0.0,2
19,1,A1_Q2,1,1,21.59091201952145,0.0,2
19,1,A1_Q3,0,3,50.865433894885804,0.581302743888916,2
19,1,A1_Q4,0,2,76.47749607574426,0.5131463927991582,2
19,2,A2_Q1,1,1,18.681838578673045,0.0,2
19,2,A2_Q2,1,1,35.839281853259635,0.0,2
19,2,A2_Q3,0,2,42.434142329259416,0.4314681319405052,2
19,2,A2_Q4,0,3,66.40964362394729,0.5394942923338567,2
19,3,A3_Q1,1,1,35.07274031107298,0.0,2
19,3,A3_Q2,1,1,40.085208247785815,0.0,2
19,3,A3_Q3,0,3,53.89705642403694,0.5922630576369814,2
19,3,A3_Q4,0,2,42.59353262805407,0.5487016512583216,2
19,4,A4_Q1,1,1,21.664410127207333,0.0,2
19,4,A4_Q2,1,1,33.686733088729014,0.0,2
19,4,A4_Q3,0,3,33.7844816021403,0.43862657291745866,2
19,4,A4_Q4,0,2,53.82198136039807,0.5263627054033336,2
19,5,A5_Q1,1,1,30.464365481561487,0.0,2
19,5,A5_Q2,1,1,37.53304269077649,0.0,2
19,5,A5_Q3,0,3,45.57605336548402,0.45666858965311635,2
19,5,A5_Q4,0,2,60.760447095936875,0.4683744332077372,2
20,1,A1_Q1,0,2,39.44453267186579,0.2,3
20,1,A1_Q2,0,2,52.51902618032698,0.2,3
20,1,A1_Q3,1,1,39.76899078037066,0.0,3
20,1,A1_Q4,0,2,64.10804588458785,0.2,3
20,2,A2_Q1,1,1,12.949133307562754,0.0,3
20,2,A2_Q2,0,2,56.3660477170456,0.2,3
20,2,A2_Q3,1,1,25.43032676422575,0.0,3
20,2,A2_Q4,1,1,36.78299411192041,0.0,3
20,3,A3_Q1,0,2,57.98659734164335,0.2,3
20,3,A3_Q2,1,1,31.07679869726605,0.0,3
20,3,A3_Q3,1,1,34.63723857390432,0.0,3
20,3,A3_Q4,1,1,35.778168908811395,0.0,3
20,4,A4_Q1,1,1,11.532275655285986,0.0,3
20,4,A4_Q2,0,2,37.19698346143095,0.2,3
20,4,A4_Q3,0,2,50.02422129190412,0.2,3
20,4,A4_Q4,1,1,47.20830297119534,0.0,3
20,5,A5_Q1,1,1,17.842466258327498,0.0,3
20,5,A5_Q2,1,1,31.542473137340682,0.0,3
20,5,A5_Q3,0,2,33.13358482634953,0.2,3
20,5,A5_Q4,0,2,42.431896915809666,0.2,3
21,1,A1_Q1,1,1,19.69282497198477,0.0,3
21,1,A1_Q2,0,2,31.41728803276647,0.2,3
21,1,A1_Q3,1,1,26.83902131563473,0.0,3
21,1,A1_Q4,1,1,31.281044149107892,0.0,3
21,2,A2_Q1,0,2,40.538165667852205,0.2,3
21,2,A2_Q2,1,1,11.104592690544692,0.0,3
21,2,A2_Q3,1,1,28.269651213030823,0.0,3
21,2,A2_Q4,0,2,55.2352152246566,0.2,3
21,3,A3_Q1,0,2,35.33023856870787,0.2,3
21,3,A3_Q2,1,1,29.5228864385802,0.0,3
21,3,A3_Q3,0,2,44.77396910555181,0.2,3
21,3,A3_Q4,1,1,27.79035826170336,0.0,3
21,4,A4_Q1,0,2,42.52822617479403,0.2,3
21,4,A4_Q2,1,1,23.180157520022014,0.0,3
21,4,A4_Q3,1,1,28.209880328825147,0.0,3
21,4,A4_Q4,0,2,54.88882737309018,0.2,3
21,5,A5_Q1,1,1,36.233098066546034,0.0,3
21,5,A5_Q2,1,1,43.99355436586002,0.0,3
21,5,A5_Q3,0,2,45.59630369920174,0.2,3
21,5,A5_Q4,0,2,48.932631513836775,0.2,3
22,1,A1_Q1,0,2,58.173940656343255,0.2,3
22,1,A1_Q2,1,1,31.975996046923996,0.0,3
22,1,A1_Q3,0,2,66.82507024177087,0.2,3
22,1,A1_Q4,0,2,40.16114165945678,0.2,3
22,2,A2_Q1,0,2,39.7070176245378,0.2,3
22,2,A2_Q2,0,2,66.42270358611864,0.2,3
22,2,A2_Q3,0,2,52.53325760377241,0.2,3
22,2,A2_Q4,1,1,30.380034781682003,0.0,3
22,3,A3_Q1,0,2,42.42623462576655,0.2,3
22,3,A3_Q2,0,2,54.328790843286214,0.2,3
22,3,A3_Q3,1,1,38.73158548619149,0.0,3
22,3,A3_Q4,0,2,30.3562511979018,0.2,3
22,4,A4_Q1,0,2,65.01737102530136,0.2,3
22,4,A4_Q2,0,2,44.61491530499293,0.2,3
22,4,A4_Q3,0,2,39.27231575451474,0.2,3
22,4,A4_Q4,0,2,58.800913541474515,0.2,3
22,5,A5_Q1,0,2,38.14389718918192,0.2,3
22,5,A5_Q2,0,2,38.283766320619485,0.2,3
22,5,A5_Q3,1,1,33.23800127605945,0.0,3
22,5,A5_Q4,1,1,27.085100210065097,0.0,3
23,1,A1_Q1,0,2,63.044970883616095,0.2,3
23,1,A1_Q2,1,1,32.682168082776954,0.0,3
23,1,A1_Q3,1,1,22.863834442592363,0.0,3
23,1,A1_Q4,1,1,47.16765480314387,0.0,3
23,2,A2_Q1,1,1,45.37611560074041,0.0,3
23,2,A2_Q2,1,1,34.33144769231909,0.0,3
23,2,A2_Q3,1,1,27.00490861827792,0.0,3
23,2,A2_Q4,1,1,49.51034298020019,0.0,3
23,3,A3_Q1,1,1,24.10021409585556,0.0,3
23,3,A3_Q2,1,1,35.87762985283748,0.0,3
23,3,A3_Q3,1,1,31.151517990245836,0.0,3
23,3,A3_Q4,1,1,44.045433740108756,0.0,3
23,4,A4_Q1,0,2,52.072116830123825,0.2,3
23,4,A4_Q2,1,1,39.702988872600606,0.0,3
23,4,A4_Q3,0,2,55.894367093604345,0.2,3
23,4,A4_Q4,1,1,26.78376863954037,0.0,3
23,5,A5_Q1,0,2,38.76129803989879,0.2,3
23,5,A5_Q2,1,1,24.632614597584904,0.0,3
23,5,A5_Q3,0,2,36.05436767586216,0.2,3
23,5,A5_Q4,0,2,20.448749742777142,0.2,3
24,1,A1_Q1,0,5,9.200343423944652,0.14665397407707606,1
