student_id,total_errors,error_rate,avg_attempts,max_attempts,avg_rt,rt_std,avg_error_consistency,correction_rate,fast_guess_rate,slow_attempt_rate,improvement_trend,plateaus,struggle_index,immediate_correction,consecutive_errors,first_try_success,time_efficiency,give_up_rate,true_error_type,cluster,inferred_taxonomy
22,15,0.75,1.75,2,44.82391524879806,12.81990017593776,0.20000000000000007,1.0,0.0,0.15,0.025,2,0.784418516853966,1.0,12,0.25,2.561366585645603,0.0,3,0,Procedural Errors
23,6,0.3,1.3,2,37.575325513735336,11.932949745941752,0.19999999999999998,1.0,0.0,0.05,-0.15000000000000008,1,0.4884792316785594,1.0,11,0.7,2.8904096549027183,0.0,3,0,Procedural Errors
24,14,0.7,3.4,5,8.30179175130939,2.817535372024612,0.15495589468750312,1.0,0.75,0.0,-0.07500000000000005,0,0.28226091954451926,0.0,11,0.1,0.24417034562674675,0.0,1,2,Guessing Behavior
25,19,0.95,3.65,5,9.44501368206213,2.743180080055492,0.14357685999887024,1.0,0.6,0.0,-0.05,3,0.34474299939526776,0.0,17,0.0,0.2587674981386885,0.0,1,2,Guessing Behavior
26,5,0.25,1.25,2,27.43490183136572,12.189610058185707,0.1,1.0,0.0,0.0,-0.04999999999999992,0,0.3429362728920715,1.0,13,0.75,2.1947921465092577,0.0,4,1,Careless Mistakes
27,16,0.8,2.5,4,35.02839789451049,13.208209832543458,0.8764568083490097,1.0,0.05,0.05,-0.10000000000000005,1,0.8757099473627622,0.4375,11,0.2,1.4011359157804195,0.0,0,4,Misconception Errors
28,12,0.6,2.2,4,39.001637852216334,11.551309909629614,0.8653266778367712,1.0,0.0,0.0,-2.5137848441736506e-17,2,0.8580360327487594,0.4166666666666667,8,0.4,1.772801720555288,0.0,0,4,Misconception Errors
29,10,0.5,1.85,3,37.65500870176151,15.341930170796726,0.4879069861086336,1.0,0.0,0.05,-1.2067383328930179e-17,4,0.6966176609825879,0.3,10,0.5,2.0354058757708926,0.0,2,3,Partial Understanding
30,12,0.6,1.6,2,38.552573929672846,9.513783985324688,0.20000000000000004,1.0,0.0,0.0,0.07499999999999997,1,0.6168411828747655,1.0,10,0.4,2.409535870604553,0.0,3,0,Procedural Errors
31,14,0.7,3.3,5,7.746785774630759,1.9732206787516369,0.09816343439303489,1.0,0.85,0.0,-0.1750000000000001,1,0.25564393056281504,0.0,12,0.05,0.23475108407971995,0.0,1,2,Guessing Behavior
32,13,0.65,3.2,5,8.677345812718304,2.0870281311970955,0.168642495286433,1.0,0.65,0.0,1.743992849845362e-18,0,0.27767506600698577,0.0,7,0.1,0.271167056647447,0.0,1,2,Guessing Behavior
33,9,0.45,1.45,2,37.487408392313405,12.982589181364157,0.2,1.0,0.0,0.05,4.467136245631716e-17,0,0.5435674216885444,1.0,9,0.55,2.5853385098147177,0.0,3,0,Procedural Errors
34,1,0.05,1.05,2,29.91882871752522,8.822315879998335,0.1,1.0,0.0,0.0,0.04999999999999994,3,0.31414770153401483,1.0,17,0.95,2.8494122588119257,0.0,4,1,Careless Mistakes
35,6,0.3,1.3,2,27.974560237941308,9.33565711421525,0.09999999999999999,1.0,0.0,0.0,2.7227595936055527e-17,2,0.36366928309323704,1.0,7,0.7,2.151889249072408,0.0,4,0,Procedural Errors
36,10,0.5,1.8,3,41.87443053779335,16.988266374086027,0.519134723055908,1.0,0.0,0.25,-1.2067383328930179e-17,4,0.7537397496802803,0.4,10,0.5,2.3263572520996307,0.0,2,3,Partial Understanding
37,12,0.6,1.6,2,37.85250495587227,14.458594917795219,0.20000000000000004,1.0,0.0,0.0,-0.0750000000000001,0,0.6056400792939564,1.0,15,0.4,2.365781559742017,0.0,3,0,Procedural Errors
38,13,0.65,1.65,2,38.76884699639824,12.319949130600731,0.20000000000000004,1.0,0.0,0.0,0.10000000000000003,2,0.6396859754405709,1.0,10,0.35,2.3496270906908023,0.0,3,0,Procedural Errors
39,3,0.15,1.15,2,30.05591242470852,10.496835760961794,0.10000000000000002,1.0,0.0,0.0,-0.05000000000000008,1,0.34564299288414796,1.0,13,0.85,2.613557602148567,0.0,4,1,Careless Mistakes
40,6,0.3,1.3,2,28.073222022990347,8.96488737662989,0.09999999999999999,1.0,0.0,0.0,-0.10000000000000006,1,0.36495188629887454,1.0,8,0.7,2.1594786171531037,0.0,4,0,Procedural Errors
41,13,0.65,3.15,5,8.152868412804642,2.5823663408343798,0.11761918951357321,1.0,0.6,0.0,-0.14999999999999988,0,0.25681535500334624,0.0,10,0.15,0.2588212194541156,0.0,1,2,Guessing Behavior
42,13,0.65,3.2,5,8.290578827562552,3.1622108536983977,0.2076490769087003,1.0,0.6,0.0,-2.071137346532879e-17,0,0.2652985224820017,0.0,12,0.15,0.25908058836132974,0.0,1,2,Guessing Behavior
43,4,0.2,1.2,2,27.148875442557348,11.061200597761044,0.1,1.0,0.0,0.0,-1.1565842436992107e-17,2,0.32578650531068815,1.0,11,0.8,2.262406286879779,0.0,4,1,Careless Mistakes
44,1,0.05,1.05,2,29.877152039384725,9.874665165631898,0.1,1.0,0.0,0.0,5.315562476102818e-18,2,0.31371009641353964,1.0,17,0.95,2.845443051369974,0.0,4,1,Careless Mistakes
45,6,0.3,1.3,2,29.976790940774475,7.717489372740798,0.09999999999999999,1.0,0.0,0.0,-0.02499999999999995,0,0.3896982822300682,1.0,8,0.7,2.3059069954441904,0.0,4,0,Procedural Errors
46,13,0.65,1.65,2,40.547630285633105,14.49638350945365,0.20000000000000004,1.0,0.0,0.1,-0.10000000000000006,2,0.6690358997129462,1.0,11,0.35,2.4574321385232185,0.0,3,0,Procedural Errors
47,13,0.65,3.15,5,8.914120466045006,3.9606651800834114,0.1542748857509152,1.0,0.55,0.0,0.17500000000000004,1,0.2807947946804177,0.0,10,0.1,0.28298795130301607,0.0,1,2,Guessing Behavior
48,16,0.8,2.7,4,36.08877878552631,16.08901589497906,0.8292318703408681,1.0,0.05,0.1,1.5821344653397098e-17,0,0.9743970272092103,0.375,11,0.2,1.3366214365009743,0.0,0,4,Misconception Errors
49,6,0.3,1.3,2,26.863740391681922,9.039767265681224,0.09999999999999999,1.0,0.0,0.0,0.075,0,0.34922862509186503,1.0,11,0.7,2.066441568590917,0.0,4,1,Careless Mistakes
50,10,0.5,1.65,3,47.81586526179325,21.708403168029236,0.49253583457372485,1.0,0.0,0.3,-1.2067383328930179e-17,4,0.7889617768195886,0.7,10,0.5,2.8979312279874696,0.0,2,3,Partial Understanding
51,17,0.85,3.6,5,8.973051150662771,2.8182460860415297,0.1632182229136392,1.0,0.7,0.0,0.02499999999999999,1,0.3230298414238597,0.0,13,0.1,0.24925142085174365,0.0,1,2,Guessing Behavior
52,16,0.8,2.45,4,32.25435461835899,10.817624614158476,0.866590916620736,1.0,0.0,0.0,0.07500000000000002,1,0.7902316881497953,0.375,15,0.2,1.3165042701371015,0.0,0,4,Misconception Errors
53,12,0.6,3.05,5,8.021540797797343,2.944739049780741,0.1632767649876383,1.0,0.65,0.0,-0.025,2,0.24465699433281896,0.0,5,0.15,0.2630013376326998,0.0,1,2,Guessing Behavior
54,2,0.1,1.1,2,28.490372968151036,7.977513199450781,0.1,1.0,0.0,0.0,-0.024999999999999977,2,0.3133941026496614,1.0,15,0.9,2.590033906195549,0.0,4,1,Careless Mistakes
55,7,0.35,1.35,2,34.135136080802155,14.815914074486429,0.19999999999999998,1.0,0.0,0.05,0.05000000000000004,1,0.46082433709082915,1.0,8,0.65,2.5285285985779375,0.0,3,0,Procedural Errors
56,11,0.55,2.05,4,38.4054331448873,12.472870167518629,0.8673408043687569,1.0,0.0,0.05,-5.822056791718577e-17,2,0.7873113794701895,0.36363636363636365,13,0.45,1.873435763165234,0.0,0,4,Misconception Errors
57,4,0.2,1.2,2,25.443585792830575,9.86833447687714,0.1,1.0,0.0,0.0,0.024999999999999994,2,0.3053230295139669,1.0,11,0.8,2.1202988160692144,0.0,4,1,Careless Mistakes
58,10,0.5,1.7,3,39.281288679839705,22.8301953578839,0.4983172845402293,1.0,0.05,0.15,-1.2067383328930179e-17,4,0.667781907557275,0.6,10,0.5,2.310664039990571,0.0,2,3,Partial Understanding
59,13,0.65,3.3,5,7.393889232089897,3.2101237085390504,0.1300346788155874,1.0,0.6,0.0,-0.10000000000000002,0,0.2439983446589666,0.0,9,0.2,0.22405724945726962,0.0,1,2,Guessing Behavior
60,14,0.7,3.25,5,8.180254386150914,2.8752389358126607,0.13747182028315244,1.0,0.6,0.0,0.075,1,0.2658582675499047,0.0,11,0.2,0.25170013495848964,0.0,1,2,Guessing Behavior
61,15,0.75,3.45,5,7.529559087104137,3.066442406984999,0.14693527822737007,1.0,0.65,0.0,0.025000000000000012,1,0.25976978850509275,0.0,9,0.15,0.21824808948127933,0.0,1,2,Guessing Behavior
62,14,0.7,2.4,4,35.9713699338145,14.176835156404664,0.8535457484543665,1.0,0.0,0.05,0.024999999999999994,1,0.863312878411548,0.35714285714285715,9,0.3,1.4988070805756042,0.0,0,4,Misconception Errors
63,12,0.6,1.6,2,37.84889002409531,11.855200694963328,0.20000000000000004,1.0,0.0,0.0,2.982649413605115e-17,0,0.605582240385525,1.0,7,0.4,2.365555626505957,0.0,3,0,Procedural Errors
64,10,0.5,1.5,2,37.378157640754914,13.460641563899832,0.2,1.0,0.0,0.05,0.05000000000000001,1,0.5606723646113236,1.0,9,0.5,2.4918771760503278,0.0,3,0,Procedural Errors
65,10,0.5,1.55,3,38.47693380731095,14.274955894874436,0.4585686678751263,1.0,0.0,0.1,-1.2067383328930179e-17,4,0.5963924740133197,0.9,10,0.5,2.482382826278126,0.0,2,3,Partial Understanding
66,14,0.7,2.2,4,37.09889901869422,17.962763232663452,0.8340830299861672,1.0,0.0,0.15,-0.04999999999999996,1,0.8161757784112729,0.5714285714285714,12,0.3,1.6863135917588281,0.0,0,4,Misconception Errors
67,10,0.5,1.85,3,43.63056605498474,20.554978581165667,0.5151527802140159,1.0,0.0,0.25,-1.2067383328930179e-17,4,0.8071654720172177,0.3,10,0.5,2.358408975945121,0.0,2,3,Partial Understanding
68,14,0.7,2.3,4,39.47570627550839,19.330813393942876,0.8433412410058987,1.0,0.05,0.1,-0.1,1,0.9079412443366928,0.42857142857142855,10,0.3,1.7163350554568864,0.0,0,4,Misconception Errors
69,13,0.65,2.95,5,8.27035197966894,2.7755571350795227,0.1870005174122509,1.0,0.5,0.0,-0.07500000000000005,0,0.24397538340023373,0.0,9,0.2,0.2803509145650488,0.0,1,2,Guessing Behavior
70,15,0.75,3.25,5,7.440528976355987,2.8357517307848252,0.1349855533330024,1.0,0.75,0.0,-0.04999999999999998,1,0.24181719173156957,0.0,9,0.1,0.22893935311864574,0.0,1,2,Guessing Behavior
71,13,0.65,1.65,2,41.07712694075109,13.664333565144204,0.20000000000000004,1.0,0.0,0.15,-0.05000000000000002,1,0.677772594522393,1.0,9,0.35,2.4895228448940054,0.0,3,0,Procedural Errors
72,12,0.6,3.0,5,8.057131327802947,3.1208276291299026,0.1259266738504887,1.0,0.6,0.0,-0.10000000000000009,0,0.2417139398340884,0.0,11,0.1,0.26857104426009826,0.0,1,2,Guessing Behavior
73,4,0.2,1.2,2,26.224728907576655,7.439551339474972,0.1,1.0,0.0,0.0,-5.364964253124713e-18,0,0.31469674689091987,1.0,11,0.8,2.185394075631388,0.0,4,1,Careless Mistakes
74,5,0.25,1.25,2,25.483116941428854,10.736682223896077,0.1,1.0,0.0,0.0,0.12500000000000003,1,0.3185389617678607,1.0,13,0.75,2.038649355314308,0.0,4,1,Careless Mistakes
75,14,0.7,2.45,4,34.96265431827685,13.045236428157374,0.850131154512795,1.0,0.0,0.0,0.049999999999999996,0,0.8565850307977828,0.35714285714285715,12,0.3,1.4270471150317081,0.0,0,4,Misconception Errors
76,11,0.55,1.55,2,40.42100767026378,15.750206670596269,0.2,1.0,0.0,0.15,0.04999999999999999,0,0.6265256188890886,1.0,11,0.45,2.607806946468631,0.0,3,0,Procedural Errors
77,4,0.2,1.2,2,25.201830226987646,10.119862614159853,0.1,1.0,0.0,0.0,0.024999999999999994,2,0.30242196272385174,1.0,13,0.8,2.100152518915637,0.0,4,1,Careless Mistakes
78,18,0.9,3.5,5,8.296967929286343,2.776184657474454,0.15246684412250555,1.0,0.75,0.0,0.05000000000000002,2,0.290393877525022,0.0,17,0.1,0.23705622655103836,0.0,1,2,Guessing Behavior
79,3,0.15,1.15,2,28.32695423184839,9.101825402347572,0.10000000000000002,1.0,0.0,0.0,0.10000000000000003,1,0.3257599736662564,1.0,15,0.85,2.463213411465077,0.0,4,1,Careless Mistakes
80,12,0.6,2.05,4,41.97274892701685,12.045679531570414,0.8288799869500815,1.0,0.0,0.05,-0.07500000000000004,0,0.8604413530038454,0.5,11,0.4,2.0474511671715536,0.0,0,4,Misconception Errors
81,8,0.4,1.4,2,31.853165913148285,13.315866910921462,0.2,1.0,0.0,0.0,0.12500000000000006,1,0.445944322784076,1.0,13,0.6,2.275226136653449,0.0,3,1,Careless Mistakes
82,10,0.5,1.75,3,39.87505803077329,18.48429751290696,0.46645961092506855,1.0,0.0,0.15,-1.2067383328930179e-17,4,0.6978135155385325,0.5,10,0.5,2.2785747446156166,0.0,2,3,Partial Understanding
83,10,0.5,1.7,3,42.423836827986904,24.473745960052522,0.5103961987949286,1.0,0.0,0.35,-1.2067383328930179e-17,4,0.7212052260757774,0.6,10,0.5,2.4955198134109944,0.0,2,3,Partial Understanding
84,13,0.65,3.2,5,7.362024576477315,2.568570167200595,0.1403880496906466,1.0,0.75,0.0,-0.025000000000000015,2,0.2355847864472741,0.0,9,0.15,0.23006326801491608,0.0,1,2,Guessing Behavior
85,10,0.5,1.7,3,38.00881515207157,16.33253406552497,0.48881108089389347,1.0,0.0,0.15,-1.2067383328930179e-17,4,0.6461498575852167,0.6,10,0.5,2.23581265600421,0.0,2,3,Partial Understanding
86,10,0.5,1.7,3,34.40573312428855,20.493388135965603,0.4767549175383844,1.0,0.1,0.15,-1.2067383328930179e-17,4,0.5848974631129054,0.6,10,0.5,2.0238666543699146,0.0,2,3,Partial Understanding
87,10,0.5,1.65,3,39.75790827917195,14.28805001949769,0.5136489414023637,1.0,0.0,0.15,-1.2067383328930179e-17,4,0.6560054866063372,0.7,10,0.5,2.409570198737694,0.0,2,3,Partial Understanding
88,10,0.5,1.8,3,33.236216159679444,16.5335019466788,0.4975644495379126,1.0,0.05,0.1,-1.2067383328930179e-17,4,0.59825189087423,0.4,10,0.5,1.8464564533155245,0.0,2,3,Partial Understanding
89,13,0.65,1.65,2,35.74581749032639,11.367582784393434,0.20000000000000004,1.0,0.0,0.0,0.07500000000000002,3,0.5898059885903854,1.0,9,0.35,2.1664131812319023,0.0,3,0,Procedural Errors
90,5,0.25,1.25,2,30.772455505941203,10.443961004649697,0.1,1.0,0.0,0.0,-5.953522219599074e-17,4,0.384655693824265,1.0,11,0.75,2.4617964404752963,0.0,4,1,Careless Mistakes
91,13,0.65,1.65,2,38.81736494911407,12.268498123319754,0.20000000000000004,1.0,0.0,0.0,-0.10000000000000002,1,0.6404865216603821,1.0,12,0.35,2.35256757267358,0.0,3,0,Procedural Errors
92,10,0.5,1.75,3,44.673197403771475,21.48669015759936,0.4954143401246471,1.0,0.0,0.25,-1.2067383328930179e-17,4,0.7817809545660007,0.5,10,0.5,2.55275413735837,0.0,2,3,Partial Understanding
93,11,0.55,2.05,4,36.373946430412964,10.062382913622288,0.8533105668294646,1.0,0.0,0.05,0.225,1,0.7456659018234657,0.36363636363636365,12,0.45,1.774338850264047,0.0,0,4,Misconception Errors
94,16,0.8,3.5,5,7.922450053985611,2.318827799095274,0.17311084800595417,1.0,0.75,0.0,-0.024999999999999988,2,0.2772857518894964,0.0,11,0.1,0.2263557158281603,0.0,1,2,Guessing Behavior
95,14,0.7,2.6,4,37.57683511483286,14.82650811651561,0.8420194549841954,1.0,0.05,0.05,-0.04999999999999996,1,0.9769977129856544,0.2857142857142857,14,0.3,1.4452628890320331,0.0,0,4,Misconception Errors
96,13,0.65,2.8,5,8.795696362720632,3.5099194624114998,0.13167055235460953,1.0,0.6,0.0,-0.025000000000000005,0,0.24627949815617767,0.0,9,0.1,0.31413201295430826,0.0,1,2,Guessing Behavior
97,7,0.35,1.35,2,26.125113693289734,11.486742975232685,0.09999999999999999,1.0,0.0,0.0,-0.12500000000000006,2,0.35268903485941144,1.0,9,0.65,1.9351936069103506,0.0,4,0,Procedural Errors
98,15,0.75,3.3,5,7.390304865870535,3.3573724512979846,0.1499091248816913,1.0,0.65,0.0,-6.0336916644650896e-18,4,0.24388006057372763,0.0,11,0.05,0.2239486322991071,0.0,1,2,Guessing Behavior
99,4,0.2,1.2,2,27.236458645205044,9.941419685757715,0.1,1.0,0.0,0.0,-0.024999999999999994,0,0.3268375037424605,1.0,13,0.8,2.26970488710042,0.0,4,1,Careless Mistakes
100,8,0.4,1.4,2,31.685429418251022,14.20799666776288,0.2,1.0,0.0,0.0,0.15000000000000005,0,0.4435960118555143,1.0,8,0.6,2.2632449584465015,0.0,3,0,Procedural Errors
101,5,0.25,1.25,2,26.5012104833055,11.129445279748392,0.1,1.0,0.0,0.0,-0.12500000000000006,1,0.3312651310413187,1.0,11,0.75,2.12009683866444,0.0,4,1,Careless Mistakes
102,10,0.5,1.75,3,40.743432964212005,17.65311147464106,0.5219409760161403,1.0,0.0,0.15,-1.2067383328930179e-17,4,0.7130100768737101,0.5,10,0.5,2.3281961693835433,0.0,2,3,Partial Understanding
103,10,0.5,1.75,3,41.56064775539024,21.15607820935565,0.5527168679175759,1.0,0.0,0.2,-1.2067383328930179e-17,4,0.7273113357193293,0.5,10,0.5,2.374894157450871,0.0,2,3,Partial Understanding
104,9,0.45,1.45,2,36.37823552248254,10.664597344752327,0.2,1.0,0.0,0.0,-0.025000000000000022,2,0.5274844150759967,1.0,8,0.55,2.508843829136727,0.0,3,0,Procedural Errors
105,12,0.6,2.15,4,34.93408418485008,19.823157672932112,0.8710887611909423,1.0,0.1,0.05,0.024999999999999994,1,0.7510828099742767,0.25,6,0.4,1.6248411248767478,0.0,0,4,Misconception Errors
106,1,0.05,1.05,2,26.219867099926926,10.631841203935725,0.1,1.0,0.0,0.0,0.025000000000000015,2,0.2753086045492327,1.0,17,0.95,2.4971301999930406,0.0,4,1,Careless Mistakes
107,13,0.65,2.1,4,37.10656261427299,14.83410411818384,0.8405022205502246,1.0,0.0,0.1,-0.175,1,0.7792378148997328,0.5384615384615384,10,0.35,1.7669791721082375,0.0,0,4,Misconception Errors
108,10,0.5,2.5,5,8.211441802425119,3.3416290068964405,0.2078047776452702,1.0,0.55,0.0,-0.050000000000000044,1,0.20528604506062798,0.0,10,0.25,0.32845767209700477,0.0,1,2,Guessing Behavior
109,16,0.8,2.55,4,41.07363106524664,9.85048381738572,0.8363321437957478,1.0,0.0,0.0,0.07500000000000002,2,1.0473775921637891,0.375,11,0.2,1.610730630009672,0.0,0,4,Misconception Errors
110,15,0.75,2.6,4,36.599247394912425,13.406912305341129,0.8815922256030765,1.0,0.0,0.1,0.125,1,0.951580432267723,0.26666666666666666,14,0.25,1.4076633613427856,0.0,0,4,Misconception Errors
111,10,0.5,1.85,3,38.414191018038494,25.260339399351178,0.4795014850799716,1.0,0.1,0.15,-1.2067383328930179e-17,4,0.7106625338337121,0.3,10,0.5,2.0764427577318103,0.0,2,3,Partial Understanding
112,12,0.6,2.7,5,8.46258264630966,3.155785891743224,0.11623355477875646,1.0,0.55,0.0,0.05000000000000002,1,0.22848973145036083,0.0,8,0.25,0.31342898690035775,0.0,1,2,Guessing Behavior
113,4,0.2,1.2,2,28.82802898533162,9.04493226395812,0.1,1.0,0.0,0.0,0.04999999999999999,0,0.3459363478239794,1.0,14,0.8,2.402335748777635,0.0,4,1,Careless Mistakes
114,13,0.65,3.3,5,9.029525960114364,2.22388266714577,0.1384928552507484,1.0,0.7,0.0,0.15000000000000002,1,0.297974356683774,0.0,10,0.15,0.27362199879134436,0.0,1,2,Guessing Behavior
115,4,0.2,1.2,2,28.856406823018897,9.438173866814438,0.1,1.0,0.0,0.0,-0.075,1,0.34627688187622674,1.0,13,0.8,2.404700568584908,0.0,4,1,Careless Mistakes
116,3,0.15,1.15,2,24.336691932456556,9.685291859470741,0.10000000000000002,1.0,0.05,0.0,0.10000000000000003,2,0.27987195722325037,1.0,16,0.85,2.116234081083179,0.0,4,1,Careless Mistakes
117,17,0.85,3.65,5,9.059908813328548,3.106656022758519,0.13316801723983487,1.0,0.6,0.0,0.049999999999999996,1,0.330686671686492,0.0,14,0.0,0.24821667981722048,0.0,1,2,Guessing Behavior
118,5,0.25,1.25,2,24.589239300665444,10.32108949849856,0.1,1.0,0.0,0.0,0.07500000000000004,1,0.307365491258318,1.0,11,0.75,1.9671391440532355,0.0,4,1,Careless Mistakes
119,10,0.5,1.5,2,34.27164110059473,13.107395237767902,0.2,1.0,0.0,0.0,-1.2067383328930179e-17,4,0.5140746165089208,1.0,8,0.5,2.284776073372982,0.0,3,0,Procedural Errors
120,15,0.75,2.5,4,35.44712528396754,13.39703089326224,0.8571679412369174,1.0,0.0,0.05,-2.4104374966514886e-17,1,0.8861781320991884,0.4,11,0.25,1.4178850113587016,0.0,0,4,Misconception Errors
121,10,0.5,1.5,2,38.134336255424174,13.160797390762054,0.2,1.0,0.0,0.05,0.07500000000000001,1,0.5720150438313626,1.0,9,0.5,2.542289083694945,0.0,3,0,Procedural Errors
122,10,0.5,1.85,3,41.1588843807399,17.489057930749926,0.5160531846108213,1.0,0.0,0.15,-1.2067383328930179e-17,4,0.7614393610436881,0.3,10,0.5,2.2248045611210756,0.0,2,3,Partial Understanding
123,5,0.25,1.25,2,25.687503895639168,10.088214982010028,0.1,1.0,0.0,0.0,0.02499999999999996,1,0.3210937986954896,1.0,9,0.75,2.0550003116511335,0.0,4,1,Careless Mistakes
124,10,0.5,1.95,4,37.85027407009666,13.308394863160977,0.8176152867683312,1.0,0.0,0.1,0.175,2,0.7380803443668849,0.4,10,0.5,1.9410396959023928,0.0,0,4,Misconception Errors
125,16,0.8,3.55,5,6.501590196415239,2.7051644597786444,0.13916337727779993,1.0,0.85,0.0,0.1,0,0.23080645197274097,0.0,12,0.05,0.18314338581451378,0.0,1,2,Guessing Behavior
126,13,0.65,2.15,4,35.59263130470228,13.700708733456258,0.83433764580164,1.0,0.05,0.0,0.049999999999999954,2,0.765241573051099,0.46153846153846156,12,0.35,1.6554712234745246,0.0,0,4,Misconception Errors
127,10,0.5,1.75,3,35.628238346383824,22.43262845383464,0.511900081204161,1.0,0.2,0.15,-1.2067383328930179e-17,4,0.6234941710617169,0.5,10,0.5,2.0358993340790756,0.0,2,3,Partial Understanding
128,20,1.0,3.2,4,38.95597572365554,12.472334459347422,0.8353007895645994,1.0,0.0,0.1,0.0,4,1.2465912231569773,0.25,19,0.0,1.2173742413642357,0.0,0,4,Misconception Errors
129,10,0.5,1.5,2,38.70997008490449,15.376370749604426,0.2,1.0,0.0,0.15,0.1,0,0.5806495512735674,1.0,11,0.5,2.580664672326966,0.0,3,0,Procedural Errors
